year,brand,full_model_name,model_name,price,distance_travelled(kms),fuel_type,city,brand_rank,car_age,distance below 30k km,new and less used,inv_car_price,inv_car_dist,inv_car_age,inv_brand,std_invprice,std_invdistance_travelled,std_invrank,best_buy1,best_buy2
2017,Mercedes-Benz,Mercedes-Benz E-Class E 350 d Exclusive [2017-2019],E-Class,4800000,51000,Diesel,Hyderabad,2,4,0,0,2.08E-07,1.96E-05,0.25,0.5,0.008806576,0.006422553,0.49375,27.92684291,0
2012,Mercedes-Benz,Mercedes-Benz M-Class 350 CDI,M-Class,2900000,83000,Diesel,Hyderabad,2,9,0,0,3.45E-07,1.20E-05,0.111111111,0.5,0.017373892,0.003775502,0.49375,32.3876139,0
2016,Mercedes-Benz,Mercedes-Benz GLE 250 d,GLE,4200000,72000,Diesel,Hyderabad,2,5,0,0,2.38E-07,1.39E-05,0.2,0.5,0.010674637,0.004420031,0.49375,23.29622644,0
2016,Land Rover,Land Rover Discovery Sport HSE,Discovery,3900000,66000,Diesel,Hyderabad,18,5,0,0,2.56E-07,1.52E-05,0.2,0.055555556,0.011824213,0.004862146,0.04375,2.515233741,0
2017,Toyota,Toyota Innova Crysta 2.4 G 7 STR [2016-2017],Innova,1700000,129000,Diesel,Hyderabad,1,4,0,0,5.88E-07,7.75E-06,0.25,1,0.032651831,0.002271147,1,74.15709251,0
2013,MINI,MINI Cooper 1.6,Cooper,1900000,38000,Petrol,Hyderabad,39,8,0,0,5.26E-07,2.63E-05,0.125,0.025641026,0.028765338,0.008771374,0.013461538,3.396501596,0
2006,BMW,BMW X5 SAV 4.4i,X5,900000,131000,Petrol,Hyderabad,4,15,0,0,1.11E-06,7.63E-06,0.066666667,0.25,0.065471107,0.002229706,0.240625,35.12674894,0
2018,BMW,BMW 5 Series 520d M Sport,5,5400000,51000,Diesel,Hyderabad,4,3,0,0,1.85E-07,1.96E-05,0.333333333,0.25,0.007353639,0.006422553,0.240625,11.36450991,0
2009,BMW,BMW 5 Series 520d Sedan,5,850000,88000,Diesel,Hyderabad,4,12,0,0,1.18E-06,1.14E-05,0.083333333,0.25,0.069573517,0.003535801,0.240625,59.19329946,0
2019,BMW,BMW 6 Series GT 630d M Sport [2018-2019],6,6500000,54000,Diesel,Hyderabad,4,2,0,0,1.54E-07,1.85E-05,0.5,0.25,0.005386586,0.00604112,0.240625,7.830181177,0
2015,BMW,BMW 3 Series 320d Luxury Line,3,2400000,46000,Diesel,Hyderabad,4,6,0,0,4.17E-07,2.17E-05,0.166666667,0.25,0.021883006,0.007168834,0.240625,37.74819887,0
2012,Mercedes-Benz,Mercedes-Benz S-Class 350 CDI L,S-Class,3600000,63000,Diesel,Hyderabad,2,9,0,0,2.78E-07,1.59E-05,0.111111111,0.5,0.013165386,0.005114784,0.49375,33.2481865,0
2015,Mercedes-Benz,Mercedes-Benz G-Class G 63 AMG,G-Class,14000000,23000,Petrol,Hyderabad,2,6,1,0,7.14E-08,4.35E-05,0.166666667,0.5,0.000213493,0.014780902,0.49375,1.55808503,0
2018,Mercedes-Benz,Mercedes-Benz GLE Coupe 43 4MATIC [2017-2019],GLE,8500000,26000,Petrol,Hyderabad,2,3,1,1,1.18E-07,3.85E-05,0.333333333,0.5,0.003114482,0.013024271,0.49375,20.02840648,20.02840648
2012,BMW,BMW 5 Series 520d Sedan,5,1600000,101000,Diesel,Hyderabad,4,9,0,0,6.25E-07,9.90E-06,0.111111111,0.25,0.034959436,0.003023648,0.240625,25.43527409,0
2011,Mercedes-Benz,Mercedes-Benz C-Class C 250 CDI BlueEFFICIENCY,C-Class,1500000,85000,Diesel,Hyderabad,2,10,0,0,6.67E-07,1.18E-05,0.1,0.5,0.037574722,0.003676238,0.49375,68.20347237,0
2018,Isuzu,Isuzu MU-X 4x4,MU-X,3000000,6500,Diesel,Hyderabad,37,3,1,1,3.33E-07,0.000153846,0.333333333,0.027027027,0.016652434,0.053426786,0.014864865,13.22506242,13.22506242
2019,Volkswagen,Volkswagen Tiguan - 2020 Highline TDI,Tiguan,2900000,30000,Diesel,Hyderabad,3,2,1,1,3.45E-07,3.33E-05,0.5,0.333333333,0.017373892,0.011228603,0.325,63.40247651,63.40247651
2015,Skoda,Skoda Rapid 1.5 TDI CR Ambition with Alloy Wheels,Rapid,620000,45000,Diesel,Hyderabad,27,6,0,0,1.61E-06,2.22E-05,0.166666667,0.037037037,0.096967026,0.007337991,0.025,17.78857859,0
2017,Audi,Audi Q7 45 TDI Technology Pack,Q7,6700000,37914,Diesel,Hyderabad,10,4,0,0,1.49E-07,2.64E-05,0.25,0.1,0.005098334,0.008792276,0.08875,3.978303928,0
2008,Mercedes-Benz,Mercedes-Benz M-Class 320 CDI,M-Class,1100000,73451,Diesel,Hyderabad,2,13,0,0,9.09E-07,1.36E-05,0.076923077,0.5,0.052790932,0.004323959,0.49375,112.706257,0
2016,Honda,Honda City SV,City,780000,35000,Petrol,Hyderabad,7,5,0,0,1.28E-06,2.86E-05,0.2,0.142857143,0.076200486,0.009561198,0.132142857,96.27504859,0
2020,Kia,Kia Sonet GTX Plus 1.5 [2020-2021],Sonet,1400000,19486,Diesel,Hyderabad,20,1,1,1,7.14E-07,5.13E-05,1,0.05,0.040563621,0.01752634,0.038125,27.10427578,27.10427578
2016,Volkswagen,Volkswagen Polo Highline1.2L (P),Polo,630000,64654,Petrol,Hyderabad,3,5,0,0,1.59E-06,1.55E-05,0.2,0.333333333,0.095360091,0.004972597,0.325,154.1108601,0
2011,Honda,Honda City 1.5 V AT,City,575000,51000,Petrol,Hyderabad,7,10,0,0,1.74E-06,1.96E-05,0.1,0.142857143,0.104889912,0.006422553,0.132142857,89.01948567,0
2019,Toyota,Toyota Innova Crysta 2.4 ZX 7 STR [2016-2020],Innova,2330000,43000,Diesel,Hyderabad,1,2,0,0,4.29E-07,2.33E-05,0.5,1,0.022668714,0.007699908,1,174.5470201,0
2018,Mercedes-Benz,Mercedes-Benz CLA 200 D Urban Sport,CLA,3400000,23107,Diesel,Hyderabad,2,3,1,1,2.94E-07,4.33E-05,0.333333333,0.5,0.014190988,0.014710404,0.49375,103.0728675,103.0728675
2011,Bentley,Bentley Continental Flying Spur W12,Continental,9500000,45000,Petrol,Hyderabad,44,10,0,0,1.05E-07,2.22E-05,0.1,0.022727273,0.002337184,0.007337991,0.010511364,0.18027233,0
2013,Land Rover,Land Rover Range Rover Evoque Dynamic SD4,Evoque,2600000,68000,Diesel,Hyderabad,18,8,0,0,3.85E-07,1.47E-05,0.125,0.055555556,0.019871247,0.004706106,0.04375,4.091333468,0
2010,Maruti Suzuki,Maruti Suzuki Swift ZXi 1.2 BS-IV,Swift,365000,44900,Petrol,Hyderabad,32,11,0,0,2.74E-06,2.23E-05,0.090909091,0.03125,0.167694161,0.007355321,0.019140625,23.60889626,0
2016,Maruti Suzuki,Maruti Suzuki Swift VDi [2014-2017],Swift,585000,68342,Diesel,Hyderabad,32,5,0,0,1.71E-06,1.46E-05,0.2,0.03125,0.103023933,0.004680337,0.019140625,9.229355855,0
2016,Datsun,Datsun GO T,GO,360000,28000,Petrol,Hyderabad,50,5,1,0,2.78E-06,3.57E-05,0.2,0.02,0.170082551,0.012062306,0.00775,15.89980533,0
2015,Volkswagen,Volkswagen Polo GT TSI,Polo,625000,65000,Petrol,Hyderabad,3,6,0,0,1.60E-06,1.54E-05,0.166666667,0.333333333,0.096157131,0.004943768,0.325,154.4980175,0
2019,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,2100000,53000,Diesel,Hyderabad,1,2,0,0,4.76E-07,1.89E-05,0.5,1,0.025619129,0.006163466,1,157.9026369,0
2019,Skoda,Skoda Rapid Monte Carlo 1.6 MPI AT,Rapid,1135000,29867,Petrol,Hyderabad,27,2,1,1,8.81E-07,3.35E-05,0.5,0.037037037,0.051031349,0.011280579,0.025,14.39157895,14.39157895
2019,Honda,Honda BR-V VX Diesel,BR-V,1075000,55000,Diesel,Hyderabad,7,2,0,0,9.30E-07,1.82E-05,0.5,0.142857143,0.054117927,0.005923223,0.132142857,42.3587273,0
2011,Maruti Suzuki,Maruti Suzuki A-Star Vxi,A-Star,275000,71000,Petrol,Hyderabad,32,10,0,0,3.64E-06,1.41E-05,0.1,0.03125,0.223973294,0.004488528,0.019140625,19.24226974,0
2018,Mahindra,Mahindra XUV500 W7 [2018-2020],XUV500,1230000,72000,Diesel,Hyderabad,24,3,0,0,8.13E-07,1.39E-05,0.333333333,0.041666667,0.046760117,0.004420031,0.0296875,6.135847724,0
2012,Volkswagen,Volkswagen Jetta Highline TDI,Jetta,600000,110000,Diesel,Hyderabad,3,9,0,0,1.67E-06,9.09E-06,0.111111111,0.333333333,0.100341588,0.002739994,0.325,89.35399298,0
2014,Maruti Suzuki,Maruti Suzuki Celerio VXi AMT,Celerio,375000,24500,Petrol,Hyderabad,32,7,1,0,2.67E-06,4.08E-05,0.142857143,0.03125,0.163108454,0.013848812,0.019140625,43.23595958,0
2011,Hyundai,Hyundai i10 Magna 1.2 Kappa2,i10,350000,55289,Petrol,Hyderabad,14,10,0,0,2.86E-06,1.81E-05,0.1,0.071428571,0.175064048,0.005889945,0.059821429,61.68292471,0
2016,Maruti Suzuki,Maruti Suzuki Ertiga VDI SHVS,Ertiga,785000,84640,Diesel,Hyderabad,32,5,0,0,1.27E-06,1.18E-05,0.2,0.03125,0.075687936,0.003693759,0.019140625,5.351202128,0
2014,BMW,BMW 3 Series 320d Luxury Line,3,2000000,31000,Diesel,Hyderabad,4,7,0,0,5.00E-07,3.23E-05,0.142857143,0.25,0.027113578,0.010852092,0.240625,70.80127329,0
2008,Audi,Audi Q7 3.0 TDI quattro,Q7,1800000,70000,Diesel,Hyderabad,10,13,0,0,5.56E-07,1.43E-05,0.076923077,0.1,0.030600626,0.004558982,0.08875,12.38130828,0
2018,Jaguar,Jaguar XJ L 3.0 Portfolio,XJ,7500000,22000,Diesel,Hyderabad,40,3,1,1,1.33E-07,4.55E-05,0.333333333,0.025,0.004099061,0.015472908,0.0128125,0.812624973,0.812624973
2014,Audi,Audi A6 2.0 TDI Premium Plus,A6,2550000,33024,Diesel,Hyderabad,10,7,0,0,3.92E-07,3.03E-05,0.142857143,0.1,0.020344602,0.010159816,0.08875,18.34439562,0
2019,Volvo,Volvo S90 Inscription D4 [2016-2020],S90,4850000,36000,Diesel,Hyderabad,9,2,0,0,2.06E-07,2.78E-05,0.5,0.111111111,0.008671767,0.009283297,0.1,8.050258959,0
2013,Volkswagen,Volkswagen Polo Highline1.2L (D),Polo,430000,72995,Diesel,Hyderabad,3,8,0,0,2.33E-06,1.37E-05,0.125,0.333333333,0.141699601,0.00435374,0.325,200.5000401,0
2013,Land Rover,Land Rover Range Rover Evoque Dynamic SD4,Evoque,2600000,68000,Diesel,Hyderabad,18,8,0,0,3.85E-07,1.47E-05,0.125,0.055555556,0.019871247,0.004706106,0.04375,4.091333468,0
2020,Kia,Kia Seltos HTK Plus AT 1.5 Diesel [2020-2021],Seltos,1599000,4100,Diesel,Hyderabad,20,1,1,1,6.25E-07,0.000243902,1,0.05,0.03498397,0.084960456,0.038125,113.317186,113.317186
2013,Toyota,Toyota Fortuner 3.0 4x2 MT,Fortuner,1399000,166000,Diesel,Hyderabad,1,8,0,0,7.15E-07,6.02E-06,0.125,1,0.040595668,0.001666134,1,67.63781889,0
2018,Maruti Suzuki,Maruti Suzuki Dzire VXi AMT,Dzire,725000,61000,Petrol,Hyderabad,32,3,0,0,1.38E-06,1.64E-05,0.333333333,0.03125,0.082305133,0.005297014,0.019140625,8.344765405,0
2017,Honda,Honda City ZX CVT Petrol [2017-2019],City,1095000,20111,Petrol,Hyderabad,7,4,1,1,9.13E-07,4.97E-05,0.25,0.142857143,0.053051484,0.016967891,0.132142857,118.9512697,118.9512697
2017,Toyota,Toyota Innova Crysta 2.4 VX 7 STR [2016-2020],Innova,1875000,94000,Diesel,Hyderabad,1,4,0,0,5.33E-07,1.06E-05,0.25,1,0.029205807,0.00328182,1,95.84820889,0
2018,Toyota,Toyota Innova Crysta 2.8 GX AT 8 STR [2016-2020],Innova,1645000,78263,Diesel,Hyderabad,1,3,0,0,6.08E-07,1.28E-05,0.333333333,1,0.033886295,0.004030848,1,136.5905142,0
2013,Mahindra,Mahindra Thar DI 4WD PS BS III,Thar,585000,60628,Diesel,Hyderabad,24,8,0,0,1.71E-06,1.65E-05,0.125,0.041666667,0.103023933,0.005332235,0.0296875,16.30876228,0
2018,Volvo,Volvo XC90 D5 AWD,XC90,6850000,39000,Diesel,Hyderabad,9,3,0,0,1.46E-07,2.56E-05,0.333333333,0.111111111,0.004893191,0.008535102,0.1,4.176388865,0
2017,Hyundai,Hyundai Creta 1.6 SX Plus AT Petrol,Creta,1245000,24250,Petrol,Hyderabad,14,4,1,1,8.03E-07,4.12E-05,0.25,0.071428571,0.046145299,0.013996153,0.059821429,38.6360667,38.6360667
2012,Toyota,Toyota Innova 2.5 G4 8 STR,Innova,800000,69000,Diesel,Hyderabad,1,9,0,0,1.25E-06,1.45E-05,0.111111111,1,0.074188728,0.004631478,1,343.6034384,0
2011,Mercedes-Benz,Mercedes-Benz E-Class E250 Elegance,E-Class,1100000,68000,Petrol,Hyderabad,2,10,0,0,9.09E-07,1.47E-05,0.1,0.5,0.052790932,0.004706106,0.49375,122.6671092,0
2017,Toyota,Toyota Innova Crysta 2.4 VX 8 STR [2016-2020],Innova,1895000,34000,Diesel,Hyderabad,1,4,0,0,5.28E-07,2.94E-05,0.25,1,0.028852502,0.009855446,1,284.3542744,0
2015,Volkswagen,Volkswagen Polo Comfortline 1.5L (D),Polo,550000,103000,Diesel,Hyderabad,3,6,0,0,1.82E-06,9.71E-06,0.166666667,0.333333333,0.10985172,0.00295633,0.325,105.5463302,0
2012,Toyota,Toyota Innova 2.5 E 8 STR,Innova,825000,135000,Diesel,Hyderabad,1,9,0,0,1.21E-06,7.41E-06,0.111111111,1,0.071811195,0.002150507,1,154.4305039,0
2015,Hyundai,Hyundai i20 Active 1.2 SX,i20,670000,29000,Petrol,Hyderabad,14,6,1,0,1.49E-06,3.45E-05,0.166666667,0.071428571,0.089412035,0.011631081,0.059821429,62.21180773,0
2018,Hyundai,Hyundai Verna SX (O) 1.6 CRDi AT,Verna,1150000,41000,Diesel,Hyderabad,14,3,0,0,8.70E-07,2.44E-05,0.333333333,0.071428571,0.050310029,0.008097135,0.059821429,24.36928066,0
2019,Maruti Suzuki,Maruti Suzuki Ertiga ZDi Plus 1.5 Diesel,Ertiga,1220000,63000,Diesel,Hyderabad,32,2,0,0,8.20E-07,1.59E-05,0.5,0.03125,0.047178396,0.005114784,0.019140625,4.618772289,0
2008,Maruti Suzuki,Maruti Suzuki A-Star Vxi,A-Star,250000,75000,Petrol,Hyderabad,32,13,0,0,4.00E-06,1.33E-05,0.076923077,0.03125,0.246797609,0.004225501,0.019140625,19.96067601,0
2014,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,690000,126000,Diesel,Hyderabad,32,7,0,0,1.45E-06,7.94E-06,0.142857143,0.03125,0.086696618,0.002335775,0.019140625,3.876048543,0
2011,Toyota,Toyota Fortuner 3.0 MT,Fortuner,1175000,85000,Diesel,Hyderabad,1,10,0,0,8.51E-07,1.18E-05,0.1,1,0.049148754,0.003676238,1,180.6825089,0
2011,Hyundai,Hyundai i10 Magna 1.2 Kappa2,i10,325000,75000,Petrol,Hyderabad,14,10,0,0,3.08E-06,1.33E-05,0.1,0.071428571,0.188858963,0.004225501,0.059821429,47.73891725,0
2016,Volkswagen,Volkswagen Vento Highline Petrol,Vento,690000,70844,Petrol,Hyderabad,3,5,0,0,1.45E-06,1.41E-05,0.2,0.333333333,0.086696618,0.004499388,0.325,126.7765571,0
2009,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,350000,135934,Diesel,Hyderabad,32,12,0,0,2.86E-06,7.36E-06,0.083333333,0.03125,0.175064048,0.002132686,0.019140625,7.146278919,0
2020,Hyundai,Hyundai Elite i20 Magna 1.2 [2016-2017],Elite,750000,11500,Petrol,Hyderabad,14,1,1,1,1.33E-06,8.70E-05,1,0.071428571,0.0794193,0.030005038,0.059821429,142.5532144,142.5532144
2011,Hyundai,Hyundai Santro Xing GLS,Santro,255000,61786,Petrol,Hyderabad,14,10,0,0,3.92E-06,1.62E-05,0.1,0.071428571,0.241874717,0.00522399,0.059821429,75.58743422,0
2009,Skoda,Skoda Superb Elegance 1.8 TSI AT,Superb,345000,95000,Petrol,Hyderabad,27,12,0,0,2.90E-06,1.05E-05,0.083333333,0.037037037,0.17766309,0.003242609,0.025,14.40229903,0
2008,Hyundai,Hyundai Verna Xi,Verna,295000,82000,Petrol,Hyderabad,14,13,0,0,3.39E-06,1.22E-05,0.076923077,0.071428571,0.208499182,0.00382695,0.059821429,47.73247413,0
2014,Honda,Honda City SV Diesel,City,575000,85000,Diesel,Hyderabad,7,7,0,0,1.74E-06,1.18E-05,0.142857143,0.142857143,0.104889912,0.003676238,0.132142857,50.95431994,0
2018,Mahindra,Mahindra XUV500 W7 [2018-2020],XUV500,1250000,75000,Diesel,Hyderabad,24,3,0,0,8.00E-07,1.33E-05,0.333333333,0.041666667,0.045943638,0.004225501,0.0296875,5.763379144,0
2012,Hyundai,Hyundai Verna Fluidic 1.6 CRDi SX,Verna,535000,98000,Diesel,Hyderabad,14,9,0,0,1.87E-06,1.02E-05,0.111111111,0.071428571,0.11305139,0.003129777,0.059821429,21.16635664,0
2014,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 LXI,Wagon,365000,45000,Petrol,Hyderabad,32,7,0,0,2.74E-06,2.22E-05,0.142857143,0.03125,0.167694161,0.007337991,0.019140625,23.55327053,0
2011,Maruti Suzuki,Maruti Suzuki Alto K10 LXi,Alto,215000,82000,Petrol,Hyderabad,32,10,0,0,4.65E-06,1.22E-05,0.1,0.03125,0.287669056,0.00382695,0.019140625,21.07182125,0
2017,Maruti Suzuki,Maruti Suzuki Swift VXi,Swift,585000,49000,Petrol,Hyderabad,32,4,0,0,1.71E-06,2.04E-05,0.25,0.03125,0.103023933,0.006702789,0.019140625,13.21751381,0
2011,Maruti Suzuki,Maruti Suzuki Ritz Ldi BS-IV,Ritz,340000,72000,Diesel,Hyderabad,32,10,0,0,2.94E-06,1.39E-05,0.1,0.03125,0.180338574,0.004420031,0.019140625,15.25703348,0
2004,Toyota,Toyota Qualis GS G1,Qualis,240000,209616,Diesel,Hyderabad,1,17,0,0,4.17E-06,4.77E-06,0.058823529,1,0.257258753,0.001227226,1,315.7145282,0
2008,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,250000,120424,Diesel,Hyderabad,32,13,0,0,4.00E-06,8.30E-06,0.076923077,0.03125,0.246797609,0.002464451,0.019140625,11.64172395,0
2016,Hyundai,Hyundai Creta 1.6 SX Plus Petrol,Creta,1030000,65650,Petrol,Hyderabad,14,5,0,0,9.71E-07,1.52E-05,0.2,0.071428571,0.05666885,0.004890431,0.059821429,16.57861774,0
2017,Hyundai,Hyundai Tucson GLS 2WD AT Petrol,Tucson,1530000,80000,Petrol,Hyderabad,14,4,0,0,6.54E-07,1.25E-05,0.25,0.071428571,0.036754241,0.003933705,0.059821429,8.649002045,0
2016,Toyota,Toyota Etios GD,Etios,670000,81000,Diesel,Hyderabad,1,5,0,0,1.49E-06,1.23E-05,0.2,1,0.089412035,0.003879669,1,346.889056,0
2013,Volkswagen,Volkswagen Vento Comfortline Diesel,Vento,445000,77000,Diesel,Hyderabad,3,8,0,0,2.25E-06,1.30E-05,0.125,0.333333333,0.136779282,0.004104235,0.325,182.4466486,0
2015,Audi,Audi Q5 3.0 TDI quattro Premium Plus,Q5,2850000,550000,Diesel,Hyderabad,10,6,0,0,3.51E-07,1.82E-06,0.166666667,0.1,0.017753607,0.000193411,0.08875,0.304745231,0
2014,Maruti Suzuki,Maruti Suzuki Ertiga VDi,Ertiga,725000,126000,Diesel,Hyderabad,32,7,0,0,1.38E-06,7.94E-06,0.142857143,0.03125,0.082305133,0.002335775,0.019140625,3.679713218,0
2012,Mahindra,Mahindra XUV500 W8,XUV500,625000,122833,Diesel,Hyderabad,24,9,0,0,1.60E-06,8.14E-06,0.111111111,0.041666667,0.096157131,0.002407426,0.0296875,6.872393602,0
2016,Jaguar,Jaguar XJ L 3.0 Portfolio,XJ,6850000,46000,Diesel,Hyderabad,40,5,0,0,1.46E-07,2.17E-05,0.2,0.025,0.004893191,0.007168834,0.0128125,0.449442959,0
2018,Ford,Ford Endeavour Titanium 3.2 4x4 AT,Endeavour,2950000,86000,Diesel,Hyderabad,8,3,0,0,3.39E-07,1.16E-05,0.333333333,0.125,0.017007049,0.003628337,0.1140625,7.038489362,0
2018,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi,Vitara,930000,98000,Diesel,Hyderabad,32,3,0,0,1.08E-06,1.02E-05,0.333333333,0.03125,0.063221399,0.003129777,0.019140625,3.787334283,0
2010,Hyundai,Hyundai Verna CRDI VGT SX 1.5,Verna,380000,86000,Diesel,Hyderabad,14,11,0,0,2.63E-06,1.16E-05,0.090909091,0.071428571,0.160906108,0.003628337,0.059821429,34.92504088,0
2011,Toyota,Toyota Fortuner 3.0 MT,Fortuner,1250000,136000,Diesel,Hyderabad,1,10,0,0,8.00E-07,7.35E-06,0.1,1,0.045943638,0.002131436,1,97.92591207,0
2016,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,1925000,87000,Diesel,Hyderabad,1,5,0,0,5.19E-07,1.15E-05,0.2,1,0.028336309,0.003581537,1,101.4875483,0
2016,Hyundai,Hyundai Elite i20 Asta 1.2 [2016-2017],Elite,650000,24000,Petrol,Hyderabad,14,5,1,0,1.54E-06,4.17E-05,0.2,0.071428571,0.092294554,0.014146563,0.059821429,78.10589072,0
2014,Hyundai,Hyundai Xcent S 1.1 CRDi Special Edition,Xcent,450000,57000,Diesel,Hyderabad,14,7,0,0,2.22E-06,1.75E-05,0.142857143,0.071428571,0.135212069,0.005699838,0.059821429,46.10359202,0
2021,Mahindra,Mahindra Thar LX 4-STR Hard Top Petrol AT,Thar,2300000,6000,Petrol,Hyderabad,24,0,1,1,4.35E-07,0.000166667,inf,0.041666667,0.023020087,0.057915954,0.0296875,39.58027454,39.58027454
2011,Volkswagen,Volkswagen Vento Trendline Diesel,Vento,365000,96000,Diesel,Hyderabad,3,10,0,0,2.74E-06,1.04E-05,0.1,0.333333333,0.167694161,0.003204215,0.325,174.631645,0
2017,Mercedes-Benz,Mercedes-Benz GLC 220 d Sport,GLC,4300000,57000,Diesel,Hyderabad,2,4,0,0,2.33E-07,1.75E-05,0.25,0.5,0.010327091,0.005699838,0.49375,29.06348071,0
2016,Mercedes-Benz,Mercedes-Benz GLA 200 CDI Sport,GLA,2199000,60000,Diesel,Hyderabad,2,5,0,0,4.55E-07,1.67E-05,0.2,0.5,0.024273513,0.005392685,0.49375,64.63157779,0
2015,Audi,Audi Q3 35 TDI Premium + Sunroof,Q3,2100000,67700,Diesel,Hyderabad,10,6,0,0,4.76E-07,1.48E-05,0.166666667,0.1,0.025619129,0.004728924,0.08875,10.752144,0
2018,Toyota,Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],Innova,2450000,52000,Diesel,Hyderabad,1,3,0,0,4.08E-07,1.92E-05,0.333333333,1,0.021349274,0.006290518,1,134.2979973,0
2020,Kia,Kia Seltos GTX Plus AT 1.4 [2019-2020],Seltos,1900000,31000,Petrol,Hyderabad,20,1,0,0,5.26E-07,3.23E-05,1,0.05,0.028765338,0.010852092,0.038125,11.90125655,0
2018,Honda,Honda Amaze 1.2 VX i-VTEC,Amaze,820000,17774,Petrol,Hyderabad,7,3,1,1,1.22E-06,5.63E-05,0.333333333,0.142857143,0.072275104,0.019257178,0.132142857,183.9183509,183.9183509
2014,Maruti Suzuki,Maruti Suzuki Alto 800 Lxi,Alto,315000,21000,Petrol,Hyderabad,32,7,1,0,3.17E-06,4.76E-05,0.142857143,0.03125,0.194990037,0.01623082,0.019140625,60.5771708,0
2015,Hyundai,Hyundai Elite i20 Asta 1.2,Elite,630000,70000,Petrol,Hyderabad,14,6,0,0,1.59E-06,1.43E-05,0.166666667,0.071428571,0.095360091,0.004558982,0.059821429,26.00706232,0
2013,Honda,Honda Amaze 1.2 S i-VTEC,Amaze,450000,46888,Petrol,Hyderabad,7,8,0,0,2.22E-06,2.13E-05,0.125,0.142857143,0.135212069,0.007024671,0.132142857,125.5119634,0
2012,Tata,Tata Indica Vista LX TDI BS-III,Indica,255000,75000,Diesel,Hyderabad,40,9,0,0,3.92E-06,1.33E-05,0.111111111,0.025,0.241874717,0.004225501,0.0128125,13.09491056,0
2012,Renault,Renault Duster 85 PS RxL Diesel,Duster,430000,77000,Diesel,Hyderabad,15,9,0,0,2.33E-06,1.30E-05,0.111111111,0.066666667,0.141699601,0.004104235,0.055,31.98626461,0
2017,Maruti Suzuki,Maruti Suzuki Vitara Brezza ZDi Plus,Vitara,990000,105000,Diesel,Hyderabad,32,4,0,0,1.01E-06,9.52E-06,0.25,0.03125,0.05913102,0.002891576,0.019140625,3.272699734,0
2018,Maruti Suzuki,Maruti Suzuki Swift VXi [2014-2017],Swift,660000,33000,Petrol,Hyderabad,32,3,0,0,1.52E-06,3.03E-05,0.333333333,0.03125,0.090831457,0.010167527,0.019140625,17.67696657,0
2020,Mahindra,Mahindra Scorpio S7 140 2WD 7 STR,Scorpio,1690000,3700,Diesel,Hyderabad,24,1,1,1,5.92E-07,0.00027027,1,0.041666667,0.032870303,0.094193288,0.0296875,91.91730542,91.91730542
2009,Maruti Suzuki,Maruti Suzuki Swift VDi,Swift,345000,92000,Diesel,Hyderabad,32,12,0,0,2.90E-06,1.09E-05,0.083333333,0.03125,0.17766309,0.0033628,0.019140625,11.43547808,0
2009,Maruti Suzuki,Maruti Suzuki Swift LXi,Swift,325000,81000,Petrol,Hyderabad,32,12,0,0,3.08E-06,1.23E-05,0.083333333,0.03125,0.188858963,0.003879669,0.019140625,14.0245307,0
2010,Mahindra,Mahindra Scorpio SLE BS-III,Scorpio,600000,82000,Diesel,Hyderabad,24,11,0,0,1.67E-06,1.22E-05,0.090909091,0.041666667,0.100341588,0.00382695,0.0296875,11.40006712,0
2017,Audi,Audi Q3 30 TDI Premium FWD,Q3,2400000,100568,Diesel,Hyderabad,10,4,0,0,4.17E-07,9.94E-06,0.25,0.1,0.021883006,0.00303854,0.08875,5.901200483,0
2017,Audi,Audi Q3 30 TDI Premium FWD,Q3,2400000,100568,Diesel,Hyderabad,10,4,0,0,4.17E-07,9.94E-06,0.25,0.1,0.021883006,0.00303854,0.08875,5.901200483,0
2015,Maruti Suzuki,Maruti Suzuki Swift Dzire LXI,Swift,560000,12208,Petrol,Hyderabad,32,6,1,0,1.79E-06,8.19E-05,0.166666667,0.03125,0.107813834,0.028239198,0.019140625,58.27509127,0
2010,Skoda,Skoda Laura Ambiente 1.9 TDI AT,Laura,420000,80084,Diesel,Hyderabad,27,11,0,0,2.38E-06,1.25E-05,0.090909091,0.037037037,0.145175064,0.003929114,0.025,14.26023384,0
2012,Volkswagen,Volkswagen Polo Comfortline 1.2L (D),Polo,420000,75893,Diesel,Hyderabad,3,9,0,0,2.38E-06,1.32E-05,0.111111111,0.333333333,0.145175064,0.004170566,0.325,196.7751996,0
2015,Maruti Suzuki,Maruti Suzuki Wagon R 1.0 VXI,Wagon,385000,71000,Petrol,Hyderabad,32,6,0,0,2.60E-06,1.41E-05,0.166666667,0.03125,0.158760966,0.004488528,0.019140625,13.6396678,0
